section,date,title,cluster
1,2024-03-16,의사 파업에 대처하는 생활지원사의 자세,4
1,2024-03-17,수학3등급도 의대 합격 가능하다고 의대증원되면 00가 뜬다 feat 교육법 위반 논란,0
1,2024-03-17,의대 증원 없이 수가 올리면 건보료 3 4배 뛰어 지금도 7 넘어 월급쟁이 직장인만 봉,4
1,2024-03-17,의대증원 파장 연봉 올려도 지원 0명 의사 구인난 서울 시립병원,0
1,2024-03-17,의사 과거와 패턴 똑같다 정부 2천명 증원 변함 없을 듯,4
1,2024-03-17,의대교수사직 전국 20개 의대교수비대위 집단사직 25일부터 사직서 제출집단행동 결의 서울대 건국대 연세대 이화여대 한양대 등,4
1,2024-03-17,영국과 일본은 의대 증원을 어떻게 다뤘을까,0
1,2024-03-17,종목 발굴 메가스터디 교육 Case Study 의대 정원 2 000명 증가 수혜,0
1,2024-03-17,의사 증원 국민의 바람과 윤석열 정부의 불통 정책,4
1,2024-03-17,전공의 사직 의대정원이슈 그리고 간호사 간호법 나의 생각,4
1,2024-03-17,이번엔 의대 교수 집단사직 예고 의료 현장 또 다른 혼란 예고,4
1,2024-03-17,남편 수술이 2년 후라고 했다 의대 증원 불가피하다 의대 증원이 지금 당장 국민에게 도움이 되는 것이 아니다 6년 후에도 수련의가 되기까지 또 시간이 걸린다 퇴직하셨던,0
1,2024-03-18,대통령 서울아산병원 어린이병원 방문해 중증 어린이 환자와 보호자 의료진 격려,4
1,2024-03-18,LG와 삼성 보안 전문가 르노코리아 정부 물가 상승 안정자금 투입 민주노총 내부갈등 반도체 업황 회복에도 실물경제 체감 둔화 의대 교수 주한 미국상의 의료 수가체계 전면개편,4
1,2024-03-18,3월 스마트해법 수학 창원지사 교육,3
1,2024-03-20,의대 2000명 증원 확정 발표 의사들 반응은 의대증원반대 정부의대증원 의료계주장,4
1,2024-03-20,2025 의대 증원 배정 결과 충북대 151명 경상국립대 124명 가천대 90명 등 증원,3
1,2024-03-20,의대 증원 2000명 확정 2024 3 20,3
1,2024-03-20,의대증원 세특주제추천 세특예시 생명공학주제 생명공학 세특,3
1,2024-03-20,경제 신문 읽기 20240320 의대 증원 서울 0명 경인 361명 비수도권 1639명 배정,0
1,2024-03-20,의대 증원 지역인재전형 배분 규모 비수도권 배정 신청 결과,4
1,2024-03-20,의대증원 진짜 하네,3
1,2024-03-20,의대 증원 배분 2000명 3월20일 발표 의대수도권비율 의대비수도권비율 의대정원수,3
1,2024-03-20,2025학년도 의대 증원 결과 대학교별 정원 알아봐요,3
1,2024-03-20,2025년 입학 의대 증원 2000명 대학별 배정발표 서울 지역격차 해소,0
1,2024-03-20,2025 의대 증원 의대 진학 희망 초등학생 중학생의 전략,3
1,2024-03-20,의대 정원 발표 충북 의대 4배 미니의대 2 3배 지역거점 국립대 200명 서울권 의대 증원 0명 의료개혁,3
1,2024-03-20,의대 2000명 증원 서울 0 지방 1639명 경기인천 361명,3
1,2024-03-20,지방 학군지 전세가가 오르는 소리가 들린다 2025년 의대 정원 2 000명 증원,0
1,2024-03-20,2025 입시 의대증원 2000명 서울 0명 수도권 361명 비수도권 1639명 충북대 151명 최다,3
1,2024-03-20,의대 증원 반대 이유와 따라 오는 부작용,4
1,2024-03-20,의사증원 의대 증원 대학별 최종 인원,3
1,2024-03-20,의대 증원 배정안 발표 서울권 0 명 충격 지방의대 2 4배까지 증원,3
1,2024-03-19,NICU 의료체계 개선 의견 말씀드립니다,4
1,2024-03-19,44 I don t wanna tiptoe but I don t wanna hide,0
1,2024-03-19,김영환 지사 충북 300명 이상 의대정원 확대돼야 격차 해소,0
1,2024-03-18,윤석열은 루비콘강을 건너려하나 만일 건너 넘어가면 그에게도 큰 불행이 될 수도 최석태,4
1,2024-03-18,임영웅의 의대생활 PART 2,0
1,2024-03-18,03월 18일 월 BC의 하루정리 정말 대단한 사람들이 많아요 올해는 뭔가 좀 기억에 남는 한해가 되면 좋겠어요,0
1,2024-03-18,방재승 교수 대국민 사과 국민 없인 의사도 없단 걸 잊었다,0
1,2024-03-18,의대 공화국 의 미래,0
1,2024-03-19,주지연 이상우 작가님 의대교수들의 사직 결의와 정부의 증원 2000선 고수 선언,0
1,2024-03-19,의료대란 의대 증원배분 3월 20일 발표 지역국립대 미니의대 2배수준 늘듯,3
1,2024-03-19,의대증원 토론,0
1,2024-03-23,2025 의대정원 대학별 배정결과,3
1,2024-03-19,의대 교수들의 집단 사직 시작 이번 사태가 던지는 메시지,4
1,2024-03-19,의대정원 2천명 지역불균형 해소에 관심도 없던 놈들이 무슨 의료격차 해소를 한다고,4
1,2024-03-19,숲만 보지말고 나무를 살펴보자 feat 의대정원 문제,0
1,2024-03-19,24 3 19 화 뉴스스크랩,0
1,2024-03-19,꼴 좋다 한동훈 윤석열은 의료대란 일으켜 총선 망치고 다들 왜들 이러나 최석태,0
1,2024-03-19,서울대병원 안과 방문기 의료 공백,0
1,2024-03-19,이슈 2024년 3월 19일 화요일,0
1,2024-03-19,60기 칼럼필사 미니칼럼쓰기,4
1,2024-03-19,3월 20일 관심종목,0
1,2024-03-19,3월 20일 의사 단체들의 반발 속 대학별 의대정원 발표,0
1,2024-03-16,부산 남구 주요 길목 마다 부착된 의료 관련 현수막들 최석태,0
1,2024-03-23,윤석열 정부는 도대체 어떤 목적으로 세계 최고의 의료서비스를 제공하는 대한민국 의사들을 이다지 핍박할까 최석태,4
1,2024-03-23,대치138 중3 2028대입개편 설명회,3
1,2024-03-29,의대 증원과 기회,3
1,2024-03-29,의대증원에 대한 아주 간단한 해법,4
1,2024-03-29,대한의사협회 의대정원 증원의 문제점 및 개선 방안 1편 부실 교육 양산,4
1,2024-03-29,의대 증원 1000명 10년 증원 바람직 의과학 400명 검토 필요,0
1,2024-03-29,베트남 주재원 학생들이 어떻게 한국 의대를 갈까,3
1,2024-03-29,200증원 충북대병원 파산 낙선운동 정부vs의료계 소아필수의료수가 대폭인상 정부입장발표 한총리 빅5병원장 간담회 의대생 집단소송 서울지역 교육권 침해 국립교수 협상 24 3 29,4
1,2024-03-29,충북의대 정원 49명 200명 늘리면 충북대병원 파산 왜,4
1,2024-03-29,전국 의대생 절반 넘게 유효 휴학 의대 교육 마비 황당 정책 윤석열 정부 책임져야 최석태,0
1,2024-03-29,치과 한의원 병원 개업 마케팅 체크해야 할 포인트 2가지,0
1,2024-03-29,내 주변에 응급실 병원 약국 민간 구급차 조회가 가능한 응급의료포털 E Gen 이용방법,4
1,2024-03-29,의사들에게 선생님을 끌어들이지 마라,0
1,2024-03-29,교육뉴스 3월 5주 Weekly 교육 뉴스 동탄영어 SDH 루시드어학원,3
1,2024-03-29,드라마 메디컬 드라마 라이프 시청소감,0
1,2024-03-29,윤석열 대통령에 대한 긍정평가는 줄고 부정은 는다 총선 앞두고 참 큰일이다 최석태,0
1,2024-03-29,임현택 차기 대한의사협회회장 윤석열 탄핵 가능성 용산 대통령실 반발,0
1,2024-03-29,매일경제 구독 한달후기,0
1,2024-03-29,2024 03 29 금 헤드라인 뉴스,0
1,2024-03-29,윤석열 대통령은 2000명에 왜 집착하는가 의대증원 2000명 숫자에 또 다시 불거진 음모론,0
1,2024-03-29,2024 03 26 수도권공화국 국내고배당ETF GTX,0
1,2024-03-29,세종 의대 정원 증원 국회 완전 이전 아파트 부동산에 영향 있을까,0
1,2024-03-28,원주입시학원 2024 2025 3월 교육청 모의고사 시험지 해설지 다운 3모 국어 수학 영어 난이도 후기 총평 원점수 등급컷 이투스 대성 메가스터디,3
1,2024-03-27,전국 부천 신중동 입시컨설팅 25년도 성균관대 입학전형 시행계획 분석 부천 수행평가 성균관대 수시 정시 컨설팅,3
1,2024-03-27,영국에서 항생제 멀미약 처방 받기,0
1,2024-03-27,미국 대학 컴퓨터 사이언스 공학 Top 5 대학,3
1,2024-03-27,장 차관 파면 대통령 사과 없으면 대화 않겠다는 새 의협 회장,0
1,2024-03-27,2024 3월 학력평가 N 수생 모의고사,3
1,2024-03-28,의대 정원 증원 확정 배분 및 배정 발표와 그 다음은,3
1,2024-03-28,회의록 도 없는 의대 증원이 불러올 미래의 재앙,4
1,2024-03-28,한 의대 교수의 호소 의대 증원 지방사립대 더 힘들게 할 것,0
1,2024-03-28,의대 2000명증원 중 경인지역은 361명,1
1,2024-03-28,2024년 의대증원 시대에는 EBS가 관건,3
1,2024-03-28,의대 증원 이렇게 하면 어떨까,4
1,2024-03-28,윤석열 대통령 이번 총선 잘못되면 개인적으로도 불행해질 수있다 의대 정원 2000명 증원 정책 재고해야 한다 32년 언론 현장에 있었던 인생 선배로서 진정한 충고다 최석태,0
1,2024-03-28,빅5 교수 사직서 받아든 의 정 대치 여당 의대증원 규모 재논의,4
1,2024-03-28,어느 성형외과 전문의의 의대 증원 반대 이유 레전드,0
1,2024-03-28,의대정원 증원에 따른 블랙홀,0
1,2024-03-28,의대 정원 증원에 의사들이 관여하는 거 자체가 잘못한 거라는 스타강사,0
1,2024-03-28,240328 래리 핑크 레터 2024,0
1,2024-03-28,곧 선거일이 다가오고 있다,0
1,2024-03-27,2024년 판 임오군란,4
1,2024-03-29,한의대 입시 군 생활동안 대입 수능 공부해서 한의사가 된 A병장,0
1,2024-03-30,의대 증원 배정 발표 결과 의과대학 별 2025학년도 정원을 알아보자 수도권 비수도권 충청권 서울 증원 미니의대 등,3
1,2024-03-30,고난주간 특새 3월 26일 화요일 연단,0
1,2024-03-30,송도 독학재수학원 이투스247 3월 모의고사총평 시대인재 서바이벌 수학 과학 한수국어 강의 인천송도 인천송도 재수종합학학원,3
1,2024-03-31,윤 대통령 오늘 4월1일 국정현안 대국민 담화 대통령실 국민께 드리는 말씀 의료개혁 의대 증원 경과 등 현안 기조 설명,0
1,2024-03-31,어느 소아과 의사엄마가 생각하는 의대증원정책,4
1,2024-03-31,탈법도 버젓이 의대 증원 논란에 드러난 의료체계 난제들,0
1,2024-03-31,우연이 자꾸 겹치면 이건 필연이다 의대증원 2000명 숫자에 또 다시 불거진 음모론 보도 최석태,0
1,2024-03-31,2025 의과대학 증원 발표 현황,3
1,2024-03-31,분당ETI수학학원 2025학년도 의대 증설 및 대학별 배정 현황,3
1,2024-03-31,속보 의대 교수들 이어 개원의도 내일부터 주40시간 진료 중앙일보,4
1,2024-03-31,학부모 10명 중 7명 이상 의대 겨냥한 지방 유학 늘어날 것,3
1,2024-03-31,2024년 3월 결산 포트폴리오 고정,0
1,2024-03-31,눈 감지 마라,0
1,2024-03-31,수성구분양 어짜피 까여도 청약은 들어오는 범어동 최고 입지 범어아이파크 절묘한 가격 10억 6천만원 넣어야되나 말아야하나,0
1,2024-03-31,손품 대구 부동산 핵심 학군지 수성구 범어4동 황금1동 임장 준비,0
1,2024-03-31,한국 의사 미래 전망 by 미국 호주 치과의사,4
1,2024-03-31,일상 높이 올라갈수록 언행을 조심해야한다,0
1,2024-03-31,202 보이지 않는 어떤 성,0
1,2024-03-30,2024 03 29 30 후기,0
1,2024-03-29,포항 인테리어 유치원 시공,0
1,2024-03-30,한국경제신문 3월 30일 토,0
1,2024-03-30,전국 의대생 1만여명 정부 상대 소송한다 이병철 변호사가 아버지의 마음으로 소송 전담 최석태,0
1,2024-03-30,2000명 의대 증원 지역 인재 시뮬레이션 부울경 호남 제주,0
1,2024-03-30,의대증원 2000명 천공 이름 이천공 때문 2000에 집착하는 천공과 현 정부 발,0
1,2024-03-30,의대 증원 관련 정보,3
1,2024-03-30,안철수 의원 의대 증원 소신 발언 목록,0
1,2024-03-30,교육주 사교육 시장과 의대정원 증원 ft 디지털대성,0
1,2024-03-30,의대 증원 갈등 서울성모 전공의들 최고 퀄리티에도 의료비는 OECD 평균이하,4
1,2024-03-30,의대 증원 갈등 나만 믿는 산모 아기 못떠나 한달째 3평 당직실서 숙식,4
1,2024-03-30,가천대 2025 입학설명회 참관기 의대 논술 신설 3부 질의응답까지 2시간 50분 진행,3
1,2024-03-30,2024 03 27 기대인플레상승 8만전자시대 쌓이는서울매물,0
1,2024-03-30,초등시사잡지 중등까지 시사원정대 3월호 의대입시 궁금증해소,1
1,2024-03-30,의대정원 발표 대학별 배정결과 그리고 부동산,3
1,2024-03-30,연준 선호 물가지표 소폭 둔화 GTX A 수서 동탄 30일 개통 한국 대중교통 혁명의 날 츄우의 경제뉴스 스크랩,0
1,2024-03-30,2024년 3월 29일 북극성의 일기,0
1,2024-03-30,대한의사협회 42대 회장 당선인 임현택,0
1,2024-03-30,분당 야탑고등학교 중간고사 등 시험 일정 야탑고 여름방학 등 학사일정,3
1,2024-03-30,24 3 30 광주 쌍암공원 맨발걷기 1만 보 이상 243일째,0
1,2024-03-30,이번 선거는 박빙의 선거가 될 확률이 큽니다 지금은 좌파의 목소리는 커지고 보수 우파의 목소리는 숨기 때문에 여론조사는 사실 틀리다고 보면 됩니다 상황정리해줌,0
1,2024-03-30,유승민 윤 대통령 국민 눈살 찌푸리게 한 부분 반성해야,0
1,2024-03-27,내년도 예산안 대폭 깎았던 R D 회복 필수의료 지원 중점,0
1,2024-03-27,국민의힘 홈페이지 여의도연구원 관람기 운명적인 쇠퇴 앞에 선 컨설턴트들,0
1,2024-03-27,너무 오랜만에 신학기 소식 대치 황소 이전 등등,3
1,2024-03-24,2024년 3월 24일 일요일 흐리다가 비 우리나라 좋은 나라,0
1,2024-03-24,인생에 최소 8할은 운이다,0
1,2024-03-24,03월 24일 일 BC의 하루정리 내일 우산챙기는거 잊지 마세요,0
1,2024-03-24,40대 부산대병원 안과 교수 사망 소식에 의료계 침울 과로사 의혹 제기 최석태,0
1,2024-03-24,강기윤 의원의 총선 공약에 대하여,0
1,2024-03-24,한동훈 중재에 화답한 면허정지 1개월 로 완화 검토,0
1,2024-03-24,전공의 떠난 의료현장 지키던 부산대학교병원 교수 사망 전공의 면허정지 연기,0
1,2024-03-24,초중등학부모필독 입시제도의 변화 대입전략,3
1,2024-03-24,모의주식 매매 일지 경제교육연습,0
1,2024-03-24,의사정원 2 000명 vs 수의사정원 2 000명 증원,0
1,2024-03-25,의대 증원 제일 중요한 기사가 밀렸네요,0
1,2024-03-25,의대 교수 집단 사직 하루 앞두고 전공의 면허정지 유연하게 쑈 끝은 없는 거야 의대증원 소름돋는 예언,4
1,2024-03-25,성명 의대 증원의 대안을 말할 때입니다,4
1,2024-03-25,다산동 영어학원 의대증원이 다산동 고3에게 미치는 결과,3
1,2024-03-25,의대 정원 확대 증원 배정 발표 수도권 vs 지방의대 증가 순위,3
1,2024-03-25,의대증원과 지역인재전형 확대로 의대 지방 유학 관심 증가,3
1,2024-03-25,이주호 의대증원 계기로 세계 최고수준 의학교육 만들 것,0
1,2024-03-24,의료 개혁 이렇게 두서 없이 해도 되나 교수도 시설도 없이 2000명 증원 여건 갖춰졌을까,4
1,2024-03-25,강남 서초 입시컨설팅 의대증원 지방권 의대 지역균형전형 상승,1
1,2024-03-24,전공의 면허 정지 취소 박탈 의사 소득 연봉 지방 의대 유학 일반의,4
1,2024-03-24,정부의 의대 증원을 둘러 싼 의 정갈등,0
1,2024-03-23,박민수 김윤 두사람을 잊지 말자,0
1,2024-03-23,지방의대 수학 3등급도 합격 가능성 입시전문가가 본 의대 합격선,3
1,2024-03-24,의대 무수능 전형까지 의대보내려 지방 이사 열풍 의대 증원이 끼치는 영향 자녀교육 대학입시 참고용,3
1,2024-03-24,전공의 집단 의사 파업 의대 증원 반대 이유 ft 의사 국민 이길 수 없는 이유,4
1,2024-03-24,의대 증원 반대 이유 표장사는 개혁 아니다,4
1,2024-03-24,2025학년도 의대 정원 증원 대학별 분배,3
1,2024-03-24,의사 집단행동의 연혁 feat 의대증원,4
1,2024-03-24,의대증원 광고에 90억이나 오늘 영화관에서 겪은 일,1
1,2024-03-24,광주교육소식 의대정원 증원 진학지도 대책 마련 불법촬영 없는 안전한 배움터 조성 미래뉴스,3
1,2024-03-24,의대증원 확정에 따른 지역인재전형 및 부동산시장 전망,3
1,2024-03-24,입시정보 의대 정시 최초합의 77 5 가 N수생 의대 증원시 심화 예상 베리타스알파,3
1,2024-03-24,신문요약 육아수당 회전교차로 차량 행복지수 의대증원 확대 등,0
1,2024-03-24,대통령실 미복귀 전공의 면허정지 법과 원칙대로 5년후 의대증원 조정 가능성 지금 2000명 증원 변경 계획 없어,4
1,2024-03-24,입시 의대 정원 증원 발표와 지역인재전형,3
1,2024-03-24,비수도권 의대 증원 글쎄요,0
1,2024-03-24,의대 증원 현황 의대 특수로 인해 반수생에 직장인 초등생까지 몰려간다,3
1,2024-03-24,인천서구법무사 정부가 의대증원을 강행하는 이유,0
1,2024-03-24,의대 증원 대파장 파국지세 한 달 드디어 총리가 나서나,1
1,2024-03-25,대규모 의대 증원 2등급도 혜택이 있을까요 의대 지원에 관한 모든 궁금점 해결해드립니다 입시이야기,0
1,2024-03-25,윤석열 의료공산화의 친중좌파 본색,0
1,2024-03-25,경제 신문 읽기 20240325 의료 현장 떠난 전공의에 대한 처분 유예에도 교수 사직 강행,0
1,2024-03-26,의사들은 왜 극렬 저항하나 엘리트 집단과 망가진 의료 2부 MBC 탐사기획 스트레이트 너도나도 피부과 실손 있으세요 무너지는 공공의료,4
1,2024-03-26,이기 나라가,0
1,2024-03-26,수성구 학습코칭 의대 정원 확대 초 중등 글씨 교정 독서 토론 논술 수업 강좌 개설 안내,3
1,2024-03-26,Day 23 목감기와 싸우는 중,0
1,2024-03-27,의대증원 2000명 반대이유 2 돈에 미친 의사 vs 진실을 마다하는 정부,4
1,2024-03-27,정부 의대 증원 의료 정상화 필요요건 vs 여권 규모 시기 재검토,4
1,2024-03-27,의대증원 현안 긴급 기자회견 전문,4
1,2024-03-27,입시정보 의대 증원 찌라시 증원 규모 정책 수정 총선용 등 에듀진,0
1,2024-03-27,2024년 3월 26일 북극성의 일기 의대 증원의 효과,0
